income_regions,income_year,income_age_group,income_value
Otago Region,2015,50 to 54,976
Otago Region,2016,50 to 54,899
Otago Region,2017,50 to 54,903
Otago Region,2018,50 to 54,1170
Otago Region,2019,50 to 54,1132
Otago Region,2020,50 to 54,1182
Southland Region,1998,50 to 54,525
Southland Region,1999,50 to 54,498
Southland Region,2000,50 to 54,532
Southland Region,2001,50 to 54,629
Southland Region,2002,50 to 54,584
Southland Region,2003,50 to 54,590
Southland Region,2004,50 to 54,711
Southland Region,2005,50 to 54,645
Southland Region,2006,50 to 54,661
Southland Region,2007,50 to 54,801
Southland Region,2008,50 to 54,895
Southland Region,2009,50 to 54,837
Southland Region,2010,50 to 54,807
Southland Region,2011,50 to 54,733
Southland Region,2012,50 to 54,988
Southland Region,2013,50 to 54,860
Southland Region,2014,50 to 54,1164
Southland Region,2015,50 to 54,973
Southland Region,2016,50 to 54,1072
Southland Region,2017,50 to 54,725
Southland Region,2018,50 to 54,873
Southland Region,2019,50 to 54,1186
Southland Region,2020,50 to 54,769
Northland Region,1998,55 to 59,337
Northland Region,1999,55 to 59,488
Northland Region,2000,55 to 59,352
Northland Region,2001,55 to 59,414
Northland Region,2002,55 to 59,462
Northland Region,2003,55 to 59,421
Northland Region,2004,55 to 59,551
Northland Region,2005,55 to 59,493
Northland Region,2006,55 to 59,514
Northland Region,2007,55 to 59,797
Northland Region,2008,55 to 59,619
Northland Region,2009,55 to 59,589
Northland Region,2010,55 to 59,688
Northland Region,2011,55 to 59,581
Northland Region,2012,55 to 59,561
Northland Region,2013,55 to 59,690
Northland Region,2014,55 to 59,678
Northland Region,2015,55 to 59,712
Northland Region,2016,55 to 59,774
Northland Region,2017,55 to 59,902
Northland Region,2018,55 to 59,950
Northland Region,2019,55 to 59,966
Northland Region,2020,55 to 59,1030
Auckland Region,1998,55 to 59,502
Auckland Region,1999,55 to 59,513
Auckland Region,2000,55 to 59,537
Auckland Region,2001,55 to 59,469
Auckland Region,2002,55 to 59,609
Auckland Region,2003,55 to 59,637
Auckland Region,2004,55 to 59,762
Auckland Region,2005,55 to 59,735
Auckland Region,2006,55 to 59,712
Auckland Region,2007,55 to 59,740
Auckland Region,2008,55 to 59,829
Auckland Region,2009,55 to 59,726
Auckland Region,2010,55 to 59,798
Auckland Region,2011,55 to 59,857
Auckland Region,2012,55 to 59,902
Auckland Region,2013,55 to 59,1021
Auckland Region,2014,55 to 59,984
Auckland Region,2015,55 to 59,1010
Auckland Region,2016,55 to 59,1061
Auckland Region,2017,55 to 59,1158
Auckland Region,2018,55 to 59,1238
Auckland Region,2019,55 to 59,1178
Auckland Region,2020,55 to 59,1111
Waikato Region,1998,55 to 59,494
Waikato Region,1999,55 to 59,472
Waikato Region,2000,55 to 59,400
Waikato Region,2001,55 to 59,532
Waikato Region,2002,55 to 59,542
Waikato Region,2003,55 to 59,546
Waikato Region,2004,55 to 59,539
Waikato Region,2005,55 to 59,591
Waikato Region,2006,55 to 59,652
Waikato Region,2007,55 to 59,721
Waikato Region,2008,55 to 59,706
Waikato Region,2009,55 to 59,663
Waikato Region,2010,55 to 59,762
Waikato Region,2011,55 to 59,784
Waikato Region,2012,55 to 59,840
Waikato Region,2013,55 to 59,873
Waikato Region,2014,55 to 59,935
Waikato Region,2015,55 to 59,992
Waikato Region,2016,55 to 59,971
Waikato Region,2017,55 to 59,955
Waikato Region,2018,55 to 59,939
Waikato Region,2019,55 to 59,1215
Waikato Region,2020,55 to 59,1138
Bay of Plenty Region,1998,55 to 59,335
Bay of Plenty Region,1999,55 to 59,425
Bay of Plenty Region,2000,55 to 59,331
Bay of Plenty Region,2001,55 to 59,406
Bay of Plenty Region,2002,55 to 59,438
Bay of Plenty Region,2003,55 to 59,512
Bay of Plenty Region,2004,55 to 59,482
Bay of Plenty Region,2005,55 to 59,566
Bay of Plenty Region,2006,55 to 59,571
Bay of Plenty Region,2007,55 to 59,545
Bay of Plenty Region,2008,55 to 59,694
Bay of Plenty Region,2009,55 to 59,701
Bay of Plenty Region,2010,55 to 59,743
Bay of Plenty Region,2011,55 to 59,710
Bay of Plenty Region,2012,55 to 59,845
Bay of Plenty Region,2013,55 to 59,891
Bay of Plenty Region,2014,55 to 59,881
Bay of Plenty Region,2015,55 to 59,993
Bay of Plenty Region,2016,55 to 59,824
Bay of Plenty Region,2017,55 to 59,1068
Bay of Plenty Region,2018,55 to 59,1166
Bay of Plenty Region,2019,55 to 59,1028
Bay of Plenty Region,2020,55 to 59,958
Gisborne/Hawkes Bay Regions,1998,55 to 59,445
Gisborne/Hawkes Bay Regions,1999,55 to 59,489
Gisborne/Hawkes Bay Regions,2000,55 to 59,451
Gisborne/Hawkes Bay Regions,2001,55 to 59,425
Gisborne/Hawkes Bay Regions,2002,55 to 59,523
Gisborne/Hawkes Bay Regions,2003,55 to 59,550
Gisborne/Hawkes Bay Regions,2004,55 to 59,528
Gisborne/Hawkes Bay Regions,2005,55 to 59,621
Gisborne/Hawkes Bay Regions,2006,55 to 59,611
Gisborne/Hawkes Bay Regions,2007,55 to 59,569
Gisborne/Hawkes Bay Regions,2008,55 to 59,710
Gisborne/Hawkes Bay Regions,2009,55 to 59,653
Gisborne/Hawkes Bay Regions,2010,55 to 59,769
Gisborne/Hawkes Bay Regions,2011,55 to 59,791
Gisborne/Hawkes Bay Regions,2012,55 to 59,833
Gisborne/Hawkes Bay Regions,2013,55 to 59,763
Gisborne/Hawkes Bay Regions,2014,55 to 59,806
Gisborne/Hawkes Bay Regions,2015,55 to 59,828
Gisborne/Hawkes Bay Regions,2016,55 to 59,870
Gisborne/Hawkes Bay Regions,2017,55 to 59,954
Gisborne/Hawkes Bay Regions,2018,55 to 59,1105
Gisborne/Hawkes Bay Regions,2019,55 to 59,870
Gisborne/Hawkes Bay Regions,2020,55 to 59,1033
Taranaki Region,1998,55 to 59,415
Taranaki Region,1999,55 to 59,545
Taranaki Region,2000,55 to 59,390
Taranaki Region,2001,55 to 59,439
Taranaki Region,2002,55 to 59,589
Taranaki Region,2003,55 to 59,657
Taranaki Region,2004,55 to 59,551
Taranaki Region,2005,55 to 59,695
Taranaki Region,2006,55 to 59,737
Taranaki Region,2007,55 to 59,704
Taranaki Region,2008,55 to 59,669
Taranaki Region,2009,55 to 59,681
Taranaki Region,2010,55 to 59,750
Taranaki Region,2011,55 to 59,753
Taranaki Region,2012,55 to 59,838
Taranaki Region,2013,55 to 59,773
Taranaki Region,2014,55 to 59,1134
Taranaki Region,2015,55 to 59,897
Taranaki Region,2016,55 to 59,652
Taranaki Region,2017,55 to 59,921
Taranaki Region,2018,55 to 59,1174
Taranaki Region,2019,55 to 59,1150
Taranaki Region,2020,55 to 59,1134
Manawatu-Wanganui Region,1998,55 to 59,531
Manawatu-Wanganui Region,1999,55 to 59,390
Manawatu-Wanganui Region,2000,55 to 59,458
Manawatu-Wanganui Region,2001,55 to 59,449
Manawatu-Wanganui Region,2002,55 to 59,523
Manawatu-Wanganui Region,2003,55 to 59,560
Manawatu-Wanganui Region,2004,55 to 59,559
Manawatu-Wanganui Region,2005,55 to 59,599
Manawatu-Wanganui Region,2006,55 to 59,586
Manawatu-Wanganui Region,2007,55 to 59,594
Manawatu-Wanganui Region,2008,55 to 59,712
Manawatu-Wanganui Region,2009,55 to 59,689
Manawatu-Wanganui Region,2010,55 to 59,695
Manawatu-Wanganui Region,2011,55 to 59,723
Manawatu-Wanganui Region,2012,55 to 59,771
Manawatu-Wanganui Region,2013,55 to 59,813
Manawatu-Wanganui Region,2014,55 to 59,812
Manawatu-Wanganui Region,2015,55 to 59,717
Manawatu-Wanganui Region,2016,55 to 59,846
Manawatu-Wanganui Region,2017,55 to 59,851
Manawatu-Wanganui Region,2018,55 to 59,868
Manawatu-Wanganui Region,2019,55 to 59,888
Manawatu-Wanganui Region,2020,55 to 59,946
Wellington Region,1998,55 to 59,472
Wellington Region,1999,55 to 59,581
Wellington Region,2000,55 to 59,569
Wellington Region,2001,55 to 59,588
Wellington Region,2002,55 to 59,570
Wellington Region,2003,55 to 59,569
Wellington Region,2004,55 to 59,603
Wellington Region,2005,55 to 59,664
Wellington Region,2006,55 to 59,712
Wellington Region,2007,55 to 59,1064
Wellington Region,2008,55 to 59,958
Wellington Region,2009,55 to 59,1093
Wellington Region,2010,55 to 59,829
Wellington Region,2011,55 to 59,939
Wellington Region,2012,55 to 59,922
Wellington Region,2013,55 to 59,1041
Wellington Region,2014,55 to 59,1021
Wellington Region,2015,55 to 59,1120
Wellington Region,2016,55 to 59,1102
Wellington Region,2017,55 to 59,1239
Wellington Region,2018,55 to 59,1284
Wellington Region,2019,55 to 59,1220
Wellington Region,2020,55 to 59,1285
Nelson/Tasman/Marlborough/West Coast Regions,1998,55 to 59,347
Nelson/Tasman/Marlborough/West Coast Regions,1999,55 to 59,349
Nelson/Tasman/Marlborough/West Coast Regions,2000,55 to 59,332
Nelson/Tasman/Marlborough/West Coast Regions,2001,55 to 59,369
Nelson/Tasman/Marlborough/West Coast Regions,2002,55 to 59,526
Nelson/Tasman/Marlborough/West Coast Regions,2003,55 to 59,490
Nelson/Tasman/Marlborough/West Coast Regions,2004,55 to 59,536
Nelson/Tasman/Marlborough/West Coast Regions,2005,55 to 59,695
Nelson/Tasman/Marlborough/West Coast Regions,2006,55 to 59,613
Nelson/Tasman/Marlborough/West Coast Regions,2007,55 to 59,805
Nelson/Tasman/Marlborough/West Coast Regions,2008,55 to 59,799
Nelson/Tasman/Marlborough/West Coast Regions,2009,55 to 59,757
Nelson/Tasman/Marlborough/West Coast Regions,2010,55 to 59,828
Nelson/Tasman/Marlborough/West Coast Regions,2011,55 to 59,785
Nelson/Tasman/Marlborough/West Coast Regions,2012,55 to 59,729
Nelson/Tasman/Marlborough/West Coast Regions,2013,55 to 59,680
Nelson/Tasman/Marlborough/West Coast Regions,2014,55 to 59,788
Nelson/Tasman/Marlborough/West Coast Regions,2015,55 to 59,1065
Nelson/Tasman/Marlborough/West Coast Regions,2016,55 to 59,876
Nelson/Tasman/Marlborough/West Coast Regions,2017,55 to 59,968
Nelson/Tasman/Marlborough/West Coast Regions,2018,55 to 59,837
Nelson/Tasman/Marlborough/West Coast Regions,2019,55 to 59,896
Nelson/Tasman/Marlborough/West Coast Regions,2020,55 to 59,878
Canterbury Region,1998,55 to 59,375
Canterbury Region,1999,55 to 59,504
Canterbury Region,2000,55 to 59,466
Canterbury Region,2001,55 to 59,507
Canterbury Region,2002,55 to 59,511
Canterbury Region,2003,55 to 59,593
Canterbury Region,2004,55 to 59,594
Canterbury Region,2005,55 to 59,666
Canterbury Region,2006,55 to 59,788
Canterbury Region,2007,55 to 59,717
Canterbury Region,2008,55 to 59,597
Canterbury Region,2009,55 to 59,691
Canterbury Region,2010,55 to 59,786
Canterbury Region,2011,55 to 59,816
Canterbury Region,2012,55 to 59,847
Canterbury Region,2013,55 to 59,878
Canterbury Region,2014,55 to 59,855
Canterbury Region,2015,55 to 59,808
Canterbury Region,2016,55 to 59,761
Canterbury Region,2017,55 to 59,1060
Canterbury Region,2018,55 to 59,1129
Canterbury Region,2019,55 to 59,1177
Canterbury Region,2020,55 to 59,1057
Otago Region,1998,55 to 59,397
Otago Region,1999,55 to 59,360
Otago Region,2000,55 to 59,381
Otago Region,2001,55 to 59,505
Otago Region,2002,55 to 59,460
Otago Region,2003,55 to 59,543
Otago Region,2004,55 to 59,629
Otago Region,2005,55 to 59,529
Otago Region,2006,55 to 59,626
Otago Region,2007,55 to 59,664
Otago Region,2008,55 to 59,631
Otago Region,2009,55 to 59,702
Otago Region,2010,55 to 59,820
Otago Region,2011,55 to 59,767
Otago Region,2012,55 to 59,827
Otago Region,2013,55 to 59,885
Otago Region,2014,55 to 59,909
Otago Region,2015,55 to 59,788
Otago Region,2016,55 to 59,993
Otago Region,2017,55 to 59,928
Otago Region,2018,55 to 59,980
Otago Region,2019,55 to 59,1020
Otago Region,2020,55 to 59,1119
Southland Region,1998,55 to 59,421
Southland Region,1999,55 to 59,382
Southland Region,2000,55 to 59,422
Southland Region,2001,55 to 59,501
Southland Region,2002,55 to 59,410
Southland Region,2003,55 to 59,439
Southland Region,2004,55 to 59,584
Southland Region,2005,55 to 59,699
Southland Region,2006,55 to 59,690
Southland Region,2007,55 to 59,637
Southland Region,2008,55 to 59,595
Southland Region,2009,55 to 59,738
Southland Region,2010,55 to 59,810
Southland Region,2011,55 to 59,827
Southland Region,2012,55 to 59,758
Southland Region,2013,55 to 59,770
Southland Region,2014,55 to 59,1009
Southland Region,2015,55 to 59,949
Southland Region,2016,55 to 59,728
Southland Region,2017,55 to 59,828
Southland Region,2018,55 to 59,1066
Southland Region,2019,55 to 59,1216
Southland Region,2020,55 to 59,995
Northland Region,1998,60 to 64,212
Northland Region,1999,60 to 64,173
Northland Region,2000,60 to 64,256
Northland Region,2001,60 to 64,257
Northland Region,2002,60 to 64,226
Northland Region,2003,60 to 64,420
Northland Region,2004,60 to 64,368
Northland Region,2005,60 to 64,628
Northland Region,2006,60 to 64,411
Northland Region,2007,60 to 64,503
Northland Region,2008,60 to 64,390
Northland Region,2009,60 to 64,465
Northland Region,2010,60 to 64,620
Northland Region,2011,60 to 64,581
Northland Region,2012,60 to 64,611
Northland Region,2013,60 to 64,540
Northland Region,2014,60 to 64,658
Northland Region,2015,60 to 64,664
Northland Region,2016,60 to 64,697
Northland Region,2017,60 to 64,761
Northland Region,2018,60 to 64,748
Northland Region,2019,60 to 64,797
Northland Region,2020,60 to 64,657
Auckland Region,1998,60 to 64,407
Auckland Region,1999,60 to 64,392
Auckland Region,2000,60 to 64,371
Auckland Region,2001,60 to 64,394
Auckland Region,2002,60 to 64,481
Auckland Region,2003,60 to 64,469
Auckland Region,2004,60 to 64,478
Auckland Region,2005,60 to 64,572
Auckland Region,2006,60 to 64,549
Auckland Region,2007,60 to 64,589
Auckland Region,2008,60 to 64,658
Auckland Region,2009,60 to 64,648
Auckland Region,2010,60 to 64,669
Auckland Region,2011,60 to 64,607
Auckland Region,2012,60 to 64,772
Auckland Region,2013,60 to 64,801
Auckland Region,2014,60 to 64,733
Auckland Region,2015,60 to 64,841
Auckland Region,2016,60 to 64,801
Auckland Region,2017,60 to 64,970
Auckland Region,2018,60 to 64,938
Auckland Region,2019,60 to 64,946
Auckland Region,2020,60 to 64,886
Waikato Region,1998,60 to 64,261
Waikato Region,1999,60 to 64,339
Waikato Region,2000,60 to 64,356
Waikato Region,2001,60 to 64,371
Waikato Region,2002,60 to 64,388
Waikato Region,2003,60 to 64,430
Waikato Region,2004,60 to 64,465
Waikato Region,2005,60 to 64,555
Waikato Region,2006,60 to 64,564
Waikato Region,2007,60 to 64,637
Waikato Region,2008,60 to 64,580
Waikato Region,2009,60 to 64,658
Waikato Region,2010,60 to 64,700
Waikato Region,2011,60 to 64,607
Waikato Region,2012,60 to 64,749
Waikato Region,2013,60 to 64,740
Waikato Region,2014,60 to 64,681
Waikato Region,2015,60 to 64,850
Waikato Region,2016,60 to 64,700
Waikato Region,2017,60 to 64,744
Waikato Region,2018,60 to 64,875
Waikato Region,2019,60 to 64,876
Waikato Region,2020,60 to 64,853
Bay of Plenty Region,1998,60 to 64,273
Bay of Plenty Region,1999,60 to 64,398
Bay of Plenty Region,2000,60 to 64,303
Bay of Plenty Region,2001,60 to 64,307
Bay of Plenty Region,2002,60 to 64,421
Bay of Plenty Region,2003,60 to 64,383
Bay of Plenty Region,2004,60 to 64,367
Bay of Plenty Region,2005,60 to 64,527
Bay of Plenty Region,2006,60 to 64,493
Bay of Plenty Region,2007,60 to 64,520
Bay of Plenty Region,2008,60 to 64,539
Bay of Plenty Region,2009,60 to 64,540
Bay of Plenty Region,2010,60 to 64,530
Bay of Plenty Region,2011,60 to 64,573
Bay of Plenty Region,2012,60 to 64,619
Bay of Plenty Region,2013,60 to 64,655
Bay of Plenty Region,2014,60 to 64,723
Bay of Plenty Region,2015,60 to 64,629
Bay of Plenty Region,2016,60 to 64,729
Bay of Plenty Region,2017,60 to 64,733
Bay of Plenty Region,2018,60 to 64,1061
Bay of Plenty Region,2019,60 to 64,952
Bay of Plenty Region,2020,60 to 64,846
Gisborne/Hawkes Bay Regions,1998,60 to 64,254
Gisborne/Hawkes Bay Regions,1999,60 to 64,269
Gisborne/Hawkes Bay Regions,2000,60 to 64,295
Gisborne/Hawkes Bay Regions,2001,60 to 64,323
Gisborne/Hawkes Bay Regions,2002,60 to 64,332
Gisborne/Hawkes Bay Regions,2003,60 to 64,444
Gisborne/Hawkes Bay Regions,2004,60 to 64,501
Gisborne/Hawkes Bay Regions,2005,60 to 64,434
Gisborne/Hawkes Bay Regions,2006,60 to 64,439
Gisborne/Hawkes Bay Regions,2007,60 to 64,545
Gisborne/Hawkes Bay Regions,2008,60 to 64,599
Gisborne/Hawkes Bay Regions,2009,60 to 64,557
Gisborne/Hawkes Bay Regions,2010,60 to 64,557
Gisborne/Hawkes Bay Regions,2011,60 to 64,486
Gisborne/Hawkes Bay Regions,2012,60 to 64,632
Gisborne/Hawkes Bay Regions,2013,60 to 64,587
Gisborne/Hawkes Bay Regions,2014,60 to 64,596
Gisborne/Hawkes Bay Regions,2015,60 to 64,678
Gisborne/Hawkes Bay Regions,2016,60 to 64,730
Gisborne/Hawkes Bay Regions,2017,60 to 64,816
Gisborne/Hawkes Bay Regions,2018,60 to 64,802
Gisborne/Hawkes Bay Regions,2019,60 to 64,731
Gisborne/Hawkes Bay Regions,2020,60 to 64,909
Taranaki Region,1998,60 to 64,293
Taranaki Region,1999,60 to 64,342
Taranaki Region,2000,60 to 64,280
Taranaki Region,2001,60 to 64,288
Taranaki Region,2002,60 to 64,359
Taranaki Region,2003,60 to 64,308
Taranaki Region,2004,60 to 64,358
Taranaki Region,2005,60 to 64,494
Taranaki Region,2006,60 to 64,518
Taranaki Region,2007,60 to 64,506
Taranaki Region,2008,60 to 64,618
Taranaki Region,2009,60 to 64,543
Taranaki Region,2010,60 to 64,665
Taranaki Region,2011,60 to 64,505
Taranaki Region,2012,60 to 64,692
Taranaki Region,2013,60 to 64,799
Taranaki Region,2014,60 to 64,813
Taranaki Region,2015,60 to 64,886
Taranaki Region,2016,60 to 64,840
Taranaki Region,2017,60 to 64,584
Taranaki Region,2018,60 to 64,648
Taranaki Region,2019,60 to 64,827
Taranaki Region,2020,60 to 64,955
Manawatu-Wanganui Region,1998,60 to 64,312
Manawatu-Wanganui Region,1999,60 to 64,282
Manawatu-Wanganui Region,2000,60 to 64,316
Manawatu-Wanganui Region,2001,60 to 64,342
Manawatu-Wanganui Region,2002,60 to 64,366
Manawatu-Wanganui Region,2003,60 to 64,496
Manawatu-Wanganui Region,2004,60 to 64,400
Manawatu-Wanganui Region,2005,60 to 64,385
Manawatu-Wanganui Region,2006,60 to 64,435
Manawatu-Wanganui Region,2007,60 to 64,564
Manawatu-Wanganui Region,2008,60 to 64,523
Manawatu-Wanganui Region,2009,60 to 64,603
Manawatu-Wanganui Region,2010,60 to 64,577
Manawatu-Wanganui Region,2011,60 to 64,575
Manawatu-Wanganui Region,2012,60 to 64,648
Manawatu-Wanganui Region,2013,60 to 64,650
Manawatu-Wanganui Region,2014,60 to 64,658
Manawatu-Wanganui Region,2015,60 to 64,643
Manawatu-Wanganui Region,2016,60 to 64,751
Manawatu-Wanganui Region,2017,60 to 64,842
Manawatu-Wanganui Region,2018,60 to 64,871
Manawatu-Wanganui Region,2019,60 to 64,911
Manawatu-Wanganui Region,2020,60 to 64,878
Wellington Region,1998,60 to 64,340
Wellington Region,1999,60 to 64,362
Wellington Region,2000,60 to 64,423
Wellington Region,2001,60 to 64,411
Wellington Region,2002,60 to 64,443
Wellington Region,2003,60 to 64,481
Wellington Region,2004,60 to 64,442
Wellington Region,2005,60 to 64,516
Wellington Region,2006,60 to 64,459
Wellington Region,2007,60 to 64,783
Wellington Region,2008,60 to 64,651
Wellington Region,2009,60 to 64,817
Wellington Region,2010,60 to 64,680
Wellington Region,2011,60 to 64,777
Wellington Region,2012,60 to 64,755
Wellington Region,2013,60 to 64,789
Wellington Region,2014,60 to 64,904
Wellington Region,2015,60 to 64,857
Wellington Region,2016,60 to 64,914
Wellington Region,2017,60 to 64,959
Wellington Region,2018,60 to 64,1051
Wellington Region,2019,60 to 64,1015
Wellington Region,2020,60 to 64,967
Nelson/Tasman/Marlborough/West Coast Regions,1998,60 to 64,270
Nelson/Tasman/Marlborough/West Coast Regions,1999,60 to 64,251
Nelson/Tasman/Marlborough/West Coast Regions,2000,60 to 64,286
Nelson/Tasman/Marlborough/West Coast Regions,2001,60 to 64,278
Nelson/Tasman/Marlborough/West Coast Regions,2002,60 to 64,370
Nelson/Tasman/Marlborough/West Coast Regions,2003,60 to 64,324
Nelson/Tasman/Marlborough/West Coast Regions,2004,60 to 64,433
Nelson/Tasman/Marlborough/West Coast Regions,2005,60 to 64,502
Nelson/Tasman/Marlborough/West Coast Regions,2006,60 to 64,458
Nelson/Tasman/Marlborough/West Coast Regions,2007,60 to 64,464
Nelson/Tasman/Marlborough/West Coast Regions,2008,60 to 64,466
Nelson/Tasman/Marlborough/West Coast Regions,2009,60 to 64,609
Nelson/Tasman/Marlborough/West Coast Regions,2010,60 to 64,555
Nelson/Tasman/Marlborough/West Coast Regions,2011,60 to 64,630
Nelson/Tasman/Marlborough/West Coast Regions,2012,60 to 64,549
Nelson/Tasman/Marlborough/West Coast Regions,2013,60 to 64,586
Nelson/Tasman/Marlborough/West Coast Regions,2014,60 to 64,650
Nelson/Tasman/Marlborough/West Coast Regions,2015,60 to 64,685
Nelson/Tasman/Marlborough/West Coast Regions,2016,60 to 64,697
Nelson/Tasman/Marlborough/West Coast Regions,2017,60 to 64,956
Nelson/Tasman/Marlborough/West Coast Regions,2018,60 to 64,683
Nelson/Tasman/Marlborough/West Coast Regions,2019,60 to 64,783
Nelson/Tasman/Marlborough/West Coast Regions,2020,60 to 64,865
Canterbury Region,1998,60 to 64,346
Canterbury Region,1999,60 to 64,309
Canterbury Region,2000,60 to 64,389
Canterbury Region,2001,60 to 64,303
Canterbury Region,2002,60 to 64,320
Canterbury Region,2003,60 to 64,324
Canterbury Region,2004,60 to 64,424
Canterbury Region,2005,60 to 64,564
Canterbury Region,2006,60 to 64,494
Canterbury Region,2007,60 to 64,614
Canterbury Region,2008,60 to 64,635
Canterbury Region,2009,60 to 64,562
Canterbury Region,2010,60 to 64,680
Canterbury Region,2011,60 to 64,636
Canterbury Region,2012,60 to 64,662
Canterbury Region,2013,60 to 64,807
Canterbury Region,2014,60 to 64,798
Canterbury Region,2015,60 to 64,701
Canterbury Region,2016,60 to 64,839
Canterbury Region,2017,60 to 64,870
Canterbury Region,2018,60 to 64,879
Canterbury Region,2019,60 to 64,922
Canterbury Region,2020,60 to 64,909
Otago Region,1998,60 to 64,286
Otago Region,1999,60 to 64,273
Otago Region,2000,60 to 64,318
Otago Region,2001,60 to 64,334
Otago Region,2002,60 to 64,360
Otago Region,2003,60 to 64,469
Otago Region,2004,60 to 64,433
Otago Region,2005,60 to 64,364
Otago Region,2006,60 to 64,435
Otago Region,2007,60 to 64,558
Otago Region,2008,60 to 64,500
Otago Region,2009,60 to 64,705
Otago Region,2010,60 to 64,604
Otago Region,2011,60 to 64,774
Otago Region,2012,60 to 64,612
Otago Region,2013,60 to 64,696
Otago Region,2014,60 to 64,789
Otago Region,2015,60 to 64,859
Otago Region,2016,60 to 64,744
Otago Region,2017,60 to 64,588
Otago Region,2018,60 to 64,911
Otago Region,2019,60 to 64,831
Otago Region,2020,60 to 64,805
Southland Region,1998,60 to 64,335
Southland Region,1999,60 to 64,335
Southland Region,2000,60 to 64,322
Southland Region,2001,60 to 64,353
Southland Region,2002,60 to 64,364
Southland Region,2003,60 to 64,475
Southland Region,2004,60 to 64,403
Southland Region,2005,60 to 64,416
Southland Region,2006,60 to 64,395
Southland Region,2007,60 to 64,563
Southland Region,2008,60 to 64,561
Southland Region,2009,60 to 64,468
Southland Region,2010,60 to 64,547
Southland Region,2011,60 to 64,580
Southland Region,2012,60 to 64,649
Southland Region,2013,60 to 64,627
Southland Region,2014,60 to 64,704
Southland Region,2015,60 to 64,698
Southland Region,2016,60 to 64,831
Southland Region,2017,60 to 64,575
Southland Region,2018,60 to 64,609
Southland Region,2019,60 to 64,834
Southland Region,2020,60 to 64,770
Northland Region,1998,65 plus,213
Northland Region,1999,65 plus,224
Northland Region,2000,65 plus,227
Northland Region,2001,65 plus,241
Northland Region,2002,65 plus,263
Northland Region,2003,65 plus,274
Northland Region,2004,65 plus,283
Northland Region,2005,65 plus,321
Northland Region,2006,65 plus,285
Northland Region,2007,65 plus,287
Northland Region,2008,65 plus,328
Northland Region,2009,65 plus,377
Northland Region,2010,65 plus,362
Northland Region,2011,65 plus,398
Northland Region,2012,65 plus,429
Northland Region,2013,65 plus,420
Northland Region,2014,65 plus,433
Northland Region,2015,65 plus,450
Northland Region,2016,65 plus,506
Northland Region,2017,65 plus,530
Northland Region,2018,65 plus,572
Northland Region,2019,65 plus,576
Northland Region,2020,65 plus,588
Auckland Region,1998,65 plus,222
Auckland Region,1999,65 plus,231
Auckland Region,2000,65 plus,259
Auckland Region,2001,65 plus,255
Auckland Region,2002,65 plus,271
Auckland Region,2003,65 plus,268
Auckland Region,2004,65 plus,278
Auckland Region,2005,65 plus,310
Auckland Region,2006,65 plus,310
Auckland Region,2007,65 plus,329
Auckland Region,2008,65 plus,349
Auckland Region,2009,65 plus,374
Auckland Region,2010,65 plus,395
Auckland Region,2011,65 plus,422
Auckland Region,2012,65 plus,450
Auckland Region,2013,65 plus,462
Auckland Region,2014,65 plus,494
Auckland Region,2015,65 plus,509
Auckland Region,2016,65 plus,515
Auckland Region,2017,65 plus,550
Auckland Region,2018,65 plus,587
Auckland Region,2019,65 plus,595
Auckland Region,2020,65 plus,572
Waikato Region,1998,65 plus,232
Waikato Region,1999,65 plus,236
Waikato Region,2000,65 plus,255
Waikato Region,2001,65 plus,258
Waikato Region,2002,65 plus,275
Waikato Region,2003,65 plus,288
Waikato Region,2004,65 plus,303
Waikato Region,2005,65 plus,300
Waikato Region,2006,65 plus,317
Waikato Region,2007,65 plus,342
Waikato Region,2008,65 plus,336
Waikato Region,2009,65 plus,366
Waikato Region,2010,65 plus,344
Waikato Region,2011,65 plus,420
Waikato Region,2012,65 plus,471
Waikato Region,2013,65 plus,461
Waikato Region,2014,65 plus,497
Waikato Region,2015,65 plus,524
Waikato Region,2016,65 plus,506
Waikato Region,2017,65 plus,561
Waikato Region,2018,65 plus,609
Waikato Region,2019,65 plus,621
Waikato Region,2020,65 plus,598
Bay of Plenty Region,1998,65 plus,233
Bay of Plenty Region,1999,65 plus,228
Bay of Plenty Region,2000,65 plus,247
Bay of Plenty Region,2001,65 plus,253
Bay of Plenty Region,2002,65 plus,268
Bay of Plenty Region,2003,65 plus,284
Bay of Plenty Region,2004,65 plus,293
Bay of Plenty Region,2005,65 plus,279
Bay of Plenty Region,2006,65 plus,326
Bay of Plenty Region,2007,65 plus,318
Bay of Plenty Region,2008,65 plus,312
Bay of Plenty Region,2009,65 plus,383
Bay of Plenty Region,2010,65 plus,351
Bay of Plenty Region,2011,65 plus,412
Bay of Plenty Region,2012,65 plus,402
Bay of Plenty Region,2013,65 plus,449
Bay of Plenty Region,2014,65 plus,429
Bay of Plenty Region,2015,65 plus,500
Bay of Plenty Region,2016,65 plus,503
Bay of Plenty Region,2017,65 plus,550
Bay of Plenty Region,2018,65 plus,536
Bay of Plenty Region,2019,65 plus,559
Bay of Plenty Region,2020,65 plus,629
Gisborne/Hawkes Bay Regions,1998,65 plus,222
Gisborne/Hawkes Bay Regions,1999,65 plus,221
Gisborne/Hawkes Bay Regions,2000,65 plus,244
Gisborne/Hawkes Bay Regions,2001,65 plus,256
